projects,slice,psnr-rec-#1,ssim-rec-#1,mse-rec-#1,psnr-rec-#2,ssim-rec-#2,mse-rec-#2
mcVFA-af12-simple-CGSENSE,0,20.863241170738974,0.5474686870265058,2.6299690034647938e-06,23.27525453712211,0.6608925569949876,7.860275218263268e-06
mcVFA-af12-simple-CGSENSE,1,20.90131358803617,0.5474925824006615,2.6070140393130714e-06,23.387972755275356,0.6642219511965867,7.658890353923198e-06
mcVFA-af12-simple-CGSENSE,2,20.825679073551168,0.5448143384220253,2.652814146131277e-06,23.297871552550124,0.6622063525157822,7.819446182111278e-06
mcVFA-af12-simple-CGSENSE,3,20.55277933877428,0.5446514269454878,2.824859166139504e-06,23.008542141958422,0.6589619201744538,8.358126251550857e-06
mcVFA-af12-simple-CGSENSE,4,20.49640883906175,0.5464439649722993,2.861764187400695e-06,22.9900091856828,0.6581127030359656,8.393870302825235e-06
mcVFA-af12-simple-CGSENSE,5,20.534657639073856,0.5447670034226375,2.836670773831429e-06,22.9731923846311,0.6577712618374154,8.426435670116916e-06
mcVFA-af12-simple-CGSENSE,6,20.619680392345693,0.5409247193187781,2.781676812446676e-06,23.016983119680216,0.660689205338571,8.341898137587123e-06
mcVFA-af12-simple-CGSENSE,7,20.679939301453047,0.5468892849634815,2.743347522482509e-06,23.048060676502942,0.6703571052175052,8.282417184091173e-06
mcVFA-af12-simple-CGSENSE,8,20.651456471444718,0.5455951202907886,2.7613984912022715e-06,22.893365463778224,0.6637907746309154,8.582752343500033e-06
mcVFA-af12-simple-CGSENSE,9,20.697520740924062,0.5422310630226012,2.732263965299353e-06,22.82821137073928,0.6615832171417195,8.712484486750327e-06
mcVFA-af12-simple-CGSENSE,10,20.63691998999611,0.5422031923994686,2.770656692518969e-06,22.88678342650394,0.6608186830310405,8.595769941166509e-06
mcVFA-af12-simple-CGSENSE,11,20.609579900987242,0.543283495420659,2.788153778965352e-06,22.83868618039285,0.6604928077107901,8.691496077517513e-06
mcVFA-af12-simple-CGSENSE,12,20.495606813926265,0.5409974242995831,2.862292603822425e-06,22.720998445558656,0.6566183743204113,8.93024480319582e-06
mcVFA-af12-simple-CGSENSE,13,20.481053711802414,0.5409552128508321,2.8719002784782788e-06,22.65654061982236,0.6555770277746981,9.063774996320717e-06
mcVFA-af12-simple-CGSENSE,14,20.365453942052586,0.5361935352518111,2.9493708098016214e-06,22.717817519676025,0.6603636834707004,8.936787708080374e-06
mcVFA-af12-simple-CGSENSE,15,20.311399049593696,0.5339251427443984,2.986309482366778e-06,22.74364655892988,0.6585968092686729,8.88379418029217e-06
mcVFA-af12-simple-CGSENSE,16,20.350494905894948,0.5303588943484712,2.9595469186460832e-06,22.73982737129064,0.6524995889866277,8.891611287253909e-06
mcVFA-af12-simple-CGSENSE,17,20.274414886344005,0.5265157374574708,3.0118494578346144e-06,22.7760453900542,0.650575292918951,8.817767593427561e-06
mcVFA-af12-simple-CGSENSE,18,20.160138322518737,0.5227482124631743,3.0921523830329534e-06,22.755548158915516,0.6505562824153572,8.859482477419078e-06
mcVFA-af12-simple-CGSENSE,19,20.13210720149783,0.5207849124576864,3.1121749088924844e-06,22.702032990903493,0.648411103569376,8.969327609520406e-06
mcVFA-af12-simple-CGSENSE,20,20.074267560973805,0.5237547911015371,3.1539004794467473e-06,22.659861031092433,0.6448152989658359,9.056847375177313e-06
mcVFA-af12-simple-CGSENSE,21,20.0136217769194,0.521774663744805,3.1982510790840024e-06,22.645251398628503,0.6501664800066966,9.087366379390005e-06
mcVFA-af12-simple-CGSENSE,22,19.970051761240846,0.5215692034762837,3.2304985779774142e-06,22.62555730890533,0.6509319343467225,9.128669262281619e-06
mcVFA-af12-simple-CGSENSE,23,19.941100891608706,0.5188407643895144,3.252105670981109e-06,22.61220319143929,0.6474037897672918,9.15678174351342e-06
mcVFA-af12-simple-CGSENSE,24,19.924070262291018,0.5213118192101571,3.264883616793668e-06,22.598632091522592,0.648828372129343,9.185439921566285e-06
mcVFA-af12-simple-CGSENSE,25,19.84434939601577,0.5214739375529891,3.3253686524403747e-06,22.48818856053977,0.6480447987168804,9.422026778338477e-06
mcVFA-af12-simple-CGSENSE,26,19.790674965490926,0.5194181214783322,3.3667215575405862e-06,22.389828367988343,0.6444488434692505,9.637853509048e-06
mcVFA-af12-simple-CGSENSE,27,19.777123395389314,0.5169906453721271,3.3772435017453972e-06,22.343365439602287,0.6446431775483915,9.741517715156078e-06
mcVFA-af12-simple-CGSENSE,28,19.802298859551136,0.5192624578853717,3.3577227895875694e-06,22.347237384291184,0.6461671681973431,9.732836588227656e-06
mcVFA-af12-simple-CGSENSE,29,19.76840549750266,0.5178135304315883,3.384029696462676e-06,22.272354445978028,0.646959807686198,9.902109013637528e-06
mcVFA-af12-simple-CGSENSE,30,19.738303208606638,0.5153519757440612,3.4075669645972084e-06,22.21736833894022,0.643482624347059,1.0028276847151574e-05
mcVFA-af12-simple-CGSENSE,31,19.702684021108816,0.5156530099133334,3.4356296509940876e-06,22.151173220964218,0.643037222846678,1.0182298865402117e-05
mcVFA-af12-simple-CGSENSE,32,19.66483618312794,0.5131348981495767,3.4657009564398322e-06,22.10425767598884,0.6427596031282395,1.0292891602148302e-05
mcVFA-af12-simple-CGSENSE,33,19.618783530718503,0.5132677568863405,3.502646904962603e-06,22.11390540231767,0.6445832401205944,1.0270051461702678e-05
mcVFA-af12-simple-CGSENSE,34,19.643968160279307,0.5128965614610769,3.482394049569848e-06,22.14132928356156,0.6446094090624591,1.020540548779536e-05
mcVFA-af12-simple-CGSENSE,35,19.644010112219217,0.5152390360866234,3.4823603982658824e-06,22.119077920887857,0.645754277549224,1.0257826943416148e-05
mcVFA-af12-simple-CGSENSE,36,19.604590458238583,0.5147709128904304,3.5141124499205034e-06,22.066969991613856,0.6458652296052017,1.0381645552115515e-05
mcVFA-af12-simple-CGSENSE,37,19.653815058034485,0.5170356478719993,3.4745071388897486e-06,22.088485850646475,0.645262828473402,1.0330338227504399e-05
mcVFA-af12-simple-CGSENSE,38,19.660530155028933,0.5191321967877056,3.4691390737862093e-06,22.07211532139699,0.6441351549542891,1.036935191223165e-05
mcVFA-af12-simple-CGSENSE,39,19.660742190429904,0.5116907083629662,3.4689694530243287e-06,22.013420796297304,0.639490444045129,1.051044455380179e-05
mcVFA-af12-simple-CGSENSE,40,19.70171504773006,0.513432476900474,3.4363961276540067e-06,21.939743534056877,0.6377799689880223,1.069027348421514e-05
mcVFA-af12-simple-CGSENSE,41,19.514775160160863,0.5172239599304922,3.587543687899597e-06,21.77149530725027,0.6375435178529992,1.1112548236269504e-05
mcVFA-af12-simple-CGSENSE,42,19.514234324821775,0.5217763781660851,3.587990477171843e-06,21.75284931523479,0.6411880768267549,1.1160361282236408e-05
mcVFA-af12-simple-CGSENSE,43,19.54651949176441,0.5206077288136217,3.5614164062280906e-06,21.89308792749582,0.6444425045749219,1.0805736565089319e-05
mcVFA-af12-simple-CGSENSE,44,19.58589085600234,0.5196755917882856,3.5292760003358126e-06,21.994421588154847,0.6445182915055007,1.0556525012361817e-05
mcVFA-af12-simple-CGSENSE,45,19.681472812924493,0.5216154426101118,3.4524505281297024e-06,22.091179944350724,0.6451858782915417,1.0323932656319812e-05
mcVFA-af12-simple-CGSENSE,46,19.739878465984305,0.5238071206498067,3.40633141604485e-06,22.07168374847077,0.641943909312551,1.037038327922346e-05
mcVFA-af12-simple-CGSENSE,47,19.75860467773487,0.5252089102259377,3.39167536367313e-06,22.052804963487795,0.6423451912436337,1.0415560609544627e-05
