projects,slice,psnr-rec-#0,psnr-rec-#1,psnr-rec-#2,psnr-rec-#3,psnr-rec-#4,psnr-rec-#5,psnr-rec-#6,psnr-rec-#7,psnr-rec-#8,psnr-rec-#9,psnr-rec-#10,psnr-rec-#11,psnr-rec-#12,psnr-rec-#13,psnr-rec-#14,psnr-rec-#15,ssim-rec-#0,ssim-rec-#1,ssim-rec-#2,ssim-rec-#3,ssim-rec-#4,ssim-rec-#5,ssim-rec-#6,ssim-rec-#7,ssim-rec-#8,ssim-rec-#9,ssim-rec-#10,ssim-rec-#11,ssim-rec-#12,ssim-rec-#13,ssim-rec-#14,ssim-rec-#15,mse-rec-#0,mse-rec-#1,mse-rec-#2,mse-rec-#3,mse-rec-#4,mse-rec-#5,mse-rec-#6,mse-rec-#7,mse-rec-#8,mse-rec-#9,mse-rec-#10,mse-rec-#11,mse-rec-#12,mse-rec-#13,mse-rec-#14,mse-rec-#15
mcMSE-af12-CGSENSE,0,18.236650482815204,19.43955324146171,19.468110116315067,18.228552805472752,18.081257825345983,18.301750279793023,17.851278969372927,19.197868077359924,17.167685596760542,18.963910421271642,19.37067670021697,18.050857310293292,17.750922097038657,17.493916996252285,17.25771759373728,17.301993221756685,0.7128144343001973,0.7230093093195167,0.7247945139731878,0.7085446785078752,0.704405428066848,0.7034181964478122,0.6831033770796308,0.7340944821815307,0.6527483786032138,0.7269773142865475,0.7359588778201719,0.6964747349390927,0.7002089543232736,0.6932545336628773,0.6716941944365422,0.6735988455584799,1.535673982289154e-05,1.1010701200575568e-05,1.0311340702173766e-05,1.3016251614317298e-05,1.2832118954975158e-05,1.1526039088494144e-05,1.2115481695218477e-05,8.445422281511128e-06,1.2680327927228063e-05,7.875032679294236e-06,6.774764187866822e-06,8.755381713854149e-06,8.835991138766985e-06,8.813076419755816e-06,8.901510227588005e-06,8.354327292181551e-06
mcMSE-af12-CGSENSE,1,18.627087797103204,19.779770607085037,19.905212788365652,18.557041619989672,18.418114925633436,18.629887462630766,18.17947366837346,19.478878459127934,17.450060867077227,19.285074008164518,19.780785047809527,18.294093512822243,18.04615330374881,17.729903958041447,17.515132777472857,17.53003976803445,0.7161795572953902,0.7295549507459756,0.7273131985840141,0.711288441766097,0.7049196334020874,0.7041061383126758,0.688412674394004,0.7336798626110203,0.6538083230324062,0.7353834990622439,0.7388174367046574,0.6969862507344051,0.6979350785197668,0.6864164758860625,0.6697629970107358,0.6721375377805999,1.4036387256055605e-05,1.0181066500081215e-05,9.324055099568795e-06,1.2068049727531616e-05,1.1874426490976475e-05,1.0687261237762868e-05,1.123365836974699e-05,7.916264621599112e-06,1.1882093531312421e-05,7.313681635423563e-06,6.164294063637499e-06,8.27849635243183e-06,8.255286957137287e-06,8.346971299033612e-06,8.389230970351491e-06,7.926963007776067e-06
mcMSE-af12-CGSENSE,2,18.936594759726653,19.954547739064164,20.18380994386673,18.851765862512472,18.66052502452066,18.811870484116422,18.387989199337884,19.804551715434126,17.636349214865284,19.430995690948613,20.03831880064034,18.412972294099724,18.14458832688317,17.885812456510454,17.633303909754964,17.624967257692404,0.7141368883738534,0.7327943229729537,0.7260816303281966,0.7140902666635168,0.7040783669320975,0.6983746501029037,0.6858378740218377,0.7343635081648624,0.6525352077803219,0.7254232200585702,0.7380790351977308,0.6911187418026409,0.6870864009114462,0.6788198275981213,0.6628999852127982,0.6623860458514851,1.3070874047116376e-05,9.779475476534571e-06,8.744704246055335e-06,1.1276249097136315e-05,1.122979028878035e-05,1.0248684702673927e-05,1.0707046385505237e-05,7.344343430304434e-06,1.1383193850633688e-05,7.072026164678391e-06,5.809382855659351e-06,8.054963473114185e-06,8.070281182881445e-06,8.052634257182945e-06,8.164039172697812e-06,7.755576916679274e-06
mcMSE-af12-CGSENSE,3,19.27205640338556,20.40017145577703,20.58655390522577,19.265250606389618,19.092401612470198,19.198543291070806,18.76841776918369,20.145949162374347,17.981948081209467,19.763722400923058,20.35081413004829,18.876989337289423,18.572223735420984,18.33303825024838,17.957618376719154,18.01375306526201,0.710589676750666,0.7316927871925458,0.7266667773311781,0.7102668455057684,0.7037871909060593,0.7009799462929984,0.6809932625036292,0.736177312756274,0.6534044433374355,0.7216549037266591,0.7344487519474043,0.6898399312019184,0.6909972205522461,0.6826311754729036,0.6604554404548592,0.6602842862249769,1.2099250852770638e-05,8.825781151244882e-06,7.970227670739405e-06,1.0252178981318139e-05,1.0166793799726292e-05,9.37563891056925e-06,9.809046787268016e-06,6.789116014260799e-06,1.0512458175071515e-05,6.550450962095056e-06,5.406054697232321e-06,7.2387219915981404e-06,7.313497462746454e-06,7.264662599482108e-06,7.57658744987566e-06,7.09145751898177e-06
mcMSE-af12-CGSENSE,4,19.518641532239293,20.841279308570996,20.828710264949088,19.54677826966278,19.39682027565212,19.60854455886999,19.120562346247173,20.475471328820618,18.355451277595304,20.13142975741747,20.53035183014793,19.421436554648896,18.89274675905312,18.62586807338222,18.242916743140945,18.472783737233296,0.7131815337278788,0.7291256787480149,0.7284611950759821,0.7125575438982563,0.7082976610115158,0.7068248291136604,0.6846690445612322,0.7287422673114229,0.6594903162928097,0.7210912706689663,0.7293033628542238,0.6915938591983091,0.6909880677728094,0.6780269688438182,0.6624812122856262,0.6639086199343959,1.1431414350226987e-05,7.973378160386346e-06,7.537982128269505e-06,9.608673281036317e-06,9.47855460253777e-06,8.531014827894978e-06,9.045078513736371e-06,6.293047590588685e-06,9.646149010222871e-06,6.018669409968425e-06,5.187124770600349e-06,6.385826964105945e-06,6.793175089114811e-06,6.790980023652082e-06,7.094859483913751e-06,6.380172635545023e-06
mcMSE-af12-CGSENSE,5,19.58105516516312,20.97366874034904,20.83177805204617,19.649403140856116,19.519130029532285,19.781301448800907,19.312724797670654,20.69380535799304,18.55796655038423,20.379975048627866,20.697520681708035,19.758727285990926,19.12167271470617,18.912408726861123,18.469941469735875,18.80991372046451,0.7128883045228933,0.7337663249223495,0.729689735426807,0.7134903856882965,0.7092382048940198,0.7086023550289113,0.6858668580774121,0.7331723725355112,0.663604694461421,0.7214430680275075,0.730134581816881,0.6924770141822212,0.6845862345150922,0.6808382633753408,0.6681526978920681,0.6661547502255354,1.1268304660916328e-05,7.733986421953887e-06,7.532659310527379e-06,9.384279110236093e-06,9.215335921908263e-06,8.198323484975845e-06,8.653585609863512e-06,5.9844965107913595e-06,9.206667527905665e-06,5.683893959940178e-06,4.991255082131829e-06,5.9086478358949535e-06,6.44436659058556e-06,6.3573834268026985e-06,6.7335067797102965e-06,5.903634701098781e-06
mcMSE-af12-CGSENSE,6,19.65422422916313,20.994028229461748,20.80392324002738,19.738935812861328,19.651975230056568,19.888775791748657,19.434881687896976,20.74051006524487,18.653264402006876,20.50920911944265,20.710639064037956,19.841045774214848,19.203812599723047,18.98383681221825,18.46933898957535,18.835858980467176,0.7200921010718914,0.7349689812942815,0.7317258169358432,0.7168180915757697,0.7150078770328512,0.7135881886364837,0.6917879321325473,0.7311723813969153,0.6699000463956392,0.7269989693032354,0.7266380569894624,0.6951692930920301,0.6850454520457797,0.6822109285705357,0.6678731001630861,0.6714871880792012,1.1080049262091052e-05,7.697815817664377e-06,7.581127647426911e-06,9.192797733703628e-06,8.937717211665586e-06,7.997929060366005e-06,8.41357177705504e-06,5.9204830904491246e-06,9.006844265968539e-06,5.517248609976377e-06,4.976201125828084e-06,5.79770676267799e-06,6.323627076199045e-06,6.253679202927742e-06,6.734441285516368e-06,5.8684704526967835e-06
mcMSE-af12-CGSENSE,7,19.88817060966137,21.09279626522124,20.87943470151227,19.84067874994483,19.689966455839738,19.93260189688947,19.43246197579773,20.75443821107763,18.637210970558854,20.4800030811163,20.655032963462148,19.777003534778522,19.13436304250768,18.915862697394047,18.40095542528787,18.77055672541455,0.7230462863613807,0.7392715651284738,0.739601573732812,0.7224513334964067,0.7168939437862462,0.7158441300519184,0.6907218290548819,0.7373057418204576,0.67363291653188,0.7248573478902648,0.7297176279455526,0.6958254069036658,0.6861122245778246,0.6841154398341004,0.668804368213688,0.6703472226919537,1.0498978554096539e-05,7.5247257882438134e-06,7.450452358170878e-06,8.979939593700692e-06,8.85987356014084e-06,7.917626135167666e-06,8.418261131737381e-06,5.90152558288537e-06,9.04019907466136e-06,5.554476501856698e-06,5.040325049776584e-06,5.8838345466938335e-06,6.425562787626404e-06,6.352329364744946e-06,6.841320100647863e-06,5.957377652521245e-06
mcMSE-af12-CGSENSE,8,19.99331086979825,21.12739718665346,20.93846687506712,19.867806209192253,19.73987168026291,19.997588281970458,19.499164629993327,20.704502316630325,18.63819375315205,20.48395771011474,20.71880883801318,19.733297073295155,19.185716019964865,18.93757045018313,18.44872807030264,18.730419616383482,0.725705112238775,0.7431173763927035,0.7498085935678616,0.7276816482668734,0.7247079965320566,0.7258337194148786,0.6992893133600747,0.743261102587957,0.6806568045007144,0.7299799456485964,0.736352087641101,0.6939630020098273,0.6875397031277141,0.6898396690281984,0.6725170369602392,0.6741431535840628,1.0247857062495314e-05,7.465013823093614e-06,7.34986633688095e-06,8.924022040446289e-06,8.758646799833514e-06,7.800032108207233e-06,8.289955076179467e-06,5.969774520053761e-06,9.03815271158237e-06,5.549420620809542e-06,4.966848791809753e-06,5.943347787251696e-06,6.350031981128268e-06,6.320657121250406e-06,6.76647823638632e-06,6.012691301293671e-06
mcMSE-af12-CGSENSE,9,20.069625909723094,21.22545872543675,21.045366927769884,19.958720847436673,19.802657313353205,20.052991436468595,19.50632748744105,20.78123127469519,18.68626909176468,20.466925208852125,20.750494025162773,19.739094039813036,19.229540572508206,18.98685667117343,18.469731495763344,18.754918028343507,0.7281307775643284,0.7439760267182598,0.753128773867037,0.7336980023232996,0.7303472291094423,0.7245774576009509,0.6982931006395828,0.7435045190847409,0.6830461476873559,0.7265402093966631,0.7396768170267918,0.696010602547749,0.6919441491019258,0.689297465215743,0.6742397654226332,0.6738827191802808,1.0069352356367745e-05,7.298345735762268e-06,7.1711601776769385e-06,8.739149052416906e-06,8.632933713670354e-06,7.701158210693393e-06,8.276292646769434e-06,5.8652299230743665e-06,8.938654900703114e-06,5.571228030021302e-06,4.930743671138771e-06,5.9354192671889905e-06,6.286275493039284e-06,6.2493318182532676e-06,6.733832378813531e-06,5.9788690123241395e-06
