projects,slice,nrmse-rec-t2-all,nrmse-rec-t2-under 100 msec
mcMSE-af4-CGSENSE,0,0.06790755548528564,0.048476849057787604
mcMSE-af4-CGSENSE,1,0.07701319216080138,0.049894998576629324
mcMSE-af4-CGSENSE,2,0.07010164473718339,0.04182587299493088
mcMSE-af4-CGSENSE,3,0.07591593907069759,0.04087791000794375
mcMSE-af4-CGSENSE,4,0.08648504914248739,0.041971987072083765
mcMSE-af4-CGSENSE,5,0.08300276445717243,0.039243764106142644
mcMSE-af4-CGSENSE,6,0.07983754087914342,0.03747472636022401
mcMSE-af4-CGSENSE,7,0.08251650601299441,0.03909152767950634
mcMSE-af4-CGSENSE,8,0.08007339698619247,0.03817258498723519
mcMSE-af4-CGSENSE,9,0.09219889733881916,0.037222913224142694
mcMSE-af4-CGSENSE,10,0.08621798306724975,0.03847006447934607
mcMSE-af4-CGSENSE,11,0.08414527006784187,0.03889892834900386
mcMSE-af4-CGSENSE,12,0.08890441852725674,0.03857945922994912
mcMSE-af4-CGSENSE,13,0.08482518295563357,0.04078218224798553
mcMSE-af4-CGSENSE,14,0.0920617313930203,0.04129184387909733
mcMSE-af4-CGSENSE,15,0.08680914939416302,0.042863386854332886
mcMSE-af4-CGSENSE,16,0.0882150645861578,0.03894722660790623
mcMSE-af4-CGSENSE,17,0.09661087108148304,0.040501726511058385
mcMSE-af4-CGSENSE,18,0.0979898686555204,0.03987390378284017
mcMSE-af4-CGSENSE,19,0.0947395672604633,0.041043120052691597
mcMSE-af4-CGSENSE,20,0.10242504189987178,0.041778746994758045
mcMSE-af4-CGSENSE,21,0.09792225273942654,0.041654120553107354
mcMSE-af4-CGSENSE,22,0.09733379739650012,0.04093303350997258
mcMSE-af4-CGSENSE,23,0.09880062705647027,0.04421029214875969
mcMSE-af4-CGSENSE,24,0.09950531944220027,0.043268980475771185
mcMSE-af4-CGSENSE,25,0.09704900409299892,0.04530322763928879
mcMSE-af4-CGSENSE,26,0.0946167995671462,0.04012347667059378
mcMSE-af4-CGSENSE,27,0.09383909877582727,0.042466688766703196
mcMSE-af4-CGSENSE,28,0.08761458113014106,0.04082662354362543
mcMSE-af4-CGSENSE,29,0.09563391388802814,0.042309164830186936
mcMSE-af4-CGSENSE,30,0.08630354717947261,0.039841461388950415
mcMSE-af4-CGSENSE,31,0.08188303776790534,0.03875296952242225
mcMSE-af4-CGSENSE,32,0.09134929697604913,0.03973389696370674
mcMSE-af4-CGSENSE,33,0.08242683774569183,0.03962186211766446
