projects,slice,nrmse-rec-t1-all,nrmse-rec-t1-under 1000 msec
mcVFA-af12-simple-CGSENSE,90,0.13521689,0.066510014
mcVFA-af12-simple-CGSENSE,91,0.13194455,0.06802929
mcVFA-af12-simple-CGSENSE,92,0.13019946,0.06465199
mcVFA-af12-simple-CGSENSE,93,0.12507775,0.06442574
mcVFA-af12-simple-CGSENSE,94,0.12810577,0.06656498
mcVFA-af12-simple-CGSENSE,95,0.1328729,0.069269925
mcVFA-af12-simple-CGSENSE,96,0.2228218,0.074281536
mcVFA-af12-simple-CGSENSE,97,0.13776413,0.07755255
mcVFA-af12-simple-CGSENSE,98,0.14752804,0.07588895
mcVFA-af12-simple-CGSENSE,99,0.14092332,0.078162126
mcVFA-af12-simple-CGSENSE,100,0.1505818,0.08258933
mcVFA-af12-simple-CGSENSE,101,0.15102336,0.08383701
mcVFA-af12-simple-CGSENSE,102,0.17238522,0.087132454
mcVFA-af12-simple-CGSENSE,103,0.183832,0.08670914
mcVFA-af12-simple-CGSENSE,104,0.18040891,0.08802504
mcVFA-af12-simple-CGSENSE,105,0.17728302,0.085200705
mcVFA-af12-simple-CGSENSE,106,0.1734191,0.08237966
mcVFA-af12-simple-CGSENSE,107,0.17275766,0.07826427
mcVFA-af12-simple-CGSENSE,108,0.16728404,0.073979914
mcVFA-af12-simple-CGSENSE,109,0.1649261,0.07649188
mcVFA-af12-simple-CGSENSE,110,0.16868392,0.07797246
mcVFA-af12-simple-CGSENSE,111,0.18508662,0.0809793
mcVFA-af12-simple-CGSENSE,112,0.17519787,0.08471454
mcVFA-af12-simple-CGSENSE,113,0.1684147,0.084418096
mcVFA-af12-simple-CGSENSE,114,0.16721249,0.07828113
mcVFA-af12-simple-CGSENSE,115,0.16528772,0.076759055
mcVFA-af12-simple-CGSENSE,116,0.16641988,0.07741005
mcVFA-af12-simple-CGSENSE,117,0.1747203,0.07828788
mcVFA-af12-simple-CGSENSE,118,0.17768964,0.079372965
mcVFA-af12-simple-CGSENSE,119,0.17298165,0.079219624
mcVFA-af12-simple-CGSENSE,120,0.16673663,0.079889774
mcVFA-af12-simple-CGSENSE,121,0.16526163,0.07829336
mcVFA-af12-simple-CGSENSE,122,0.15811253,0.07407021
mcVFA-af12-simple-CGSENSE,123,0.13832611,0.06725214
mcVFA-af12-simple-CGSENSE,124,0.13391124,0.065685645
mcVFA-af12-simple-CGSENSE,125,0.13924918,0.06487358
mcVFA-af12-simple-CGSENSE,126,0.12601762,0.06616512
mcVFA-af12-simple-CGSENSE,127,0.12678638,0.07156135
mcVFA-af12-simple-CGSENSE,128,0.13660598,0.073200695
mcVFA-af12-simple-CGSENSE,129,0.13747042,0.07273625
mcVFA-af12-simple-CGSENSE,130,0.15479986,0.07124538
mcVFA-af12-simple-CGSENSE,131,0.13662876,0.06944717
mcVFA-af12-simple-CGSENSE,132,0.13387686,0.06847975
mcVFA-af12-simple-CGSENSE,133,0.12863393,0.068563625
mcVFA-af12-simple-CGSENSE,134,0.13045049,0.06373071
mcVFA-af12-simple-CGSENSE,135,0.13127029,0.06827706
mcVFA-af12-simple-CGSENSE,136,0.2688379,0.06715763
mcVFA-af12-simple-CGSENSE,137,0.21420027,0.06804176
mcVFA-af12-simple-CGSENSE,138,0.14792594,0.06537365
mcVFA-af12-simple-CGSENSE,139,0.14944623,0.066639535
mcVFA-af12-simple-SL,0,0.012610479,0.009715908
mcVFA-af12-simple-SL,1,0.01281462,0.009051851
mcVFA-af12-simple-SL,2,0.011702872,0.008839487
mcVFA-af12-simple-SL,3,0.011861665,0.009350751
mcVFA-af12-simple-SL,4,0.012092147,0.009188494
mcVFA-af12-simple-SL,5,0.0121001,0.008856214
mcVFA-af12-simple-SL,6,0.012085666,0.009173578
mcVFA-af12-simple-SL,7,0.012257357,0.0075234
mcVFA-af12-simple-SL,8,0.012882934,0.008317782
mcVFA-af12-simple-SL,9,0.015209338,0.007887474
mcVFA-af12-simple-SL,10,0.012955996,0.0075995224
mcVFA-af12-simple-SL,11,0.011711601,0.0066428217
mcVFA-af12-simple-SL,12,0.012137911,0.0076355543
mcVFA-af12-simple-SL,13,0.013019718,0.007908961
mcVFA-af12-simple-SL,14,0.01196007,0.007153048
mcVFA-af12-simple-SL,15,0.01202758,0.007129595
mcVFA-af12-simple-SL,16,0.01210685,0.0077740336
mcVFA-af12-simple-SL,17,0.012612547,0.0076566935
mcVFA-af12-simple-SL,18,0.013856152,0.007710865
mcVFA-af12-simple-SL,19,0.013625058,0.007962897
mcVFA-af12-simple-SL,20,0.013514165,0.007774763
mcVFA-af12-simple-SL,21,0.012643699,0.006981657
mcVFA-af12-simple-SL,22,0.012585517,0.0069858176
mcVFA-af12-simple-SL,23,0.012518126,0.0073076217
mcVFA-af12-simple-SL,24,0.0120695885,0.007396609
mcVFA-af12-simple-SL,25,0.011585164,0.0068202387
mcVFA-af12-simple-SL,26,0.012662008,0.0072040753
mcVFA-af12-simple-SL,27,0.01214026,0.007136602
mcVFA-af12-simple-SL,28,0.011881718,0.0065504997
mcVFA-af12-simple-SL,29,0.012632457,0.0072344043
mcVFA-af12-simple-SL,30,0.013007377,0.0074425684
mcVFA-af12-simple-SL,31,0.015358505,0.007260313
mcVFA-af12-simple-SL,32,0.013106632,0.007470235
mcVFA-af12-simple-SL,33,0.012630019,0.0070932456
mcVFA-af12-simple-SL,34,0.013484109,0.0075172735
mcVFA-af12-simple-SL,35,0.012955064,0.0067477105
mcVFA-af12-simple-SL,36,0.013134336,0.007570057
mcVFA-af12-simple-SL,37,0.012988166,0.0072906967
mcVFA-af12-simple-SL,38,0.015456276,0.0072755977
mcVFA-af12-simple-SL,39,0.013099125,0.007437615
mcVFA-af12-simple-SL,40,0.012558578,0.007364233
mcVFA-af12-simple-SL,41,0.013675189,0.0075667994
mcVFA-af12-simple-SL,42,0.012926673,0.007683018
mcVFA-af12-simple-SL,43,0.013469974,0.007625429
mcVFA-af12-simple-SL,44,0.014531986,0.008047505
mcVFA-af12-simple-SL,45,0.012463078,0.007830039
mcVFA-af12-simple-SL,46,0.013862203,0.0074493536
mcVFA-af12-simple-SL,47,0.013099108,0.006879468
mcVFA-af12-simple-SL,48,0.012260125,0.00636974
mcVFA-af12-simple-SL,49,0.013097605,0.006655459
mcVFA-af12-simple-SL,50,0.013847857,0.0073216814
mcVFA-af12-simple-SL,51,0.013187442,0.008115799
mcVFA-af12-simple-SL,52,0.013954879,0.008274467
mcVFA-af12-simple-SL,53,0.011927287,0.006318196
mcVFA-af12-simple-SL,54,0.016866205,0.0071242936
mcVFA-af12-simple-SL,55,0.014466997,0.007915738
mcVFA-af12-simple-SL,56,0.013033476,0.0068474635
mcVFA-af12-simple-SL,57,0.012214586,0.0077252523
mcVFA-af12-simple-SL,58,0.011543418,0.0070815138
mcVFA-af12-simple-SL,59,0.013025505,0.007780666
mcVFA-af12-simple-SL,60,0.016055988,0.0102998
mcVFA-af12-simple-SL,61,0.0142325815,0.0068310457
mcVFA-af12-simple-SL,62,0.015043034,0.0064896266
mcVFA-af12-simple-SL,63,0.013813842,0.0072682896
mcVFA-af12-simple-SL,64,0.011740055,0.0078770695
mcVFA-af12-simple-SL,65,0.01361821,0.007499975
mcVFA-af12-simple-SL,66,0.012468549,0.007828214
mcVFA-af12-simple-SL,67,0.012280393,0.0071909246
mcVFA-af12-simple-SL,68,0.011641514,0.008156248
mcVFA-af12-simple-SL,69,0.01283868,0.008281579
mcVFA-af12-simple-SL,70,0.012610479,0.009715908
mcVFA-af12-simple-SL,71,0.01281462,0.009051851
mcVFA-af12-simple-SL,72,0.011702872,0.008839487
mcVFA-af12-simple-SL,73,0.011861665,0.009350751
mcVFA-af12-simple-SL,74,0.012092147,0.009188494
mcVFA-af12-simple-SL,75,0.0121001,0.008856214
mcVFA-af12-simple-SL,76,0.012085666,0.009173578
mcVFA-af12-simple-SL,77,0.012257357,0.0075234
mcVFA-af12-simple-SL,78,0.012882934,0.008317782
mcVFA-af12-simple-SL,79,0.015209338,0.007887474
mcVFA-af12-simple-SL,80,0.012955996,0.0075995224
mcVFA-af12-simple-SL,81,0.011711601,0.0066428217
mcVFA-af12-simple-SL,82,0.012137911,0.0076355543
mcVFA-af12-simple-SL,83,0.013019718,0.007908961
mcVFA-af12-simple-SL,84,0.01196007,0.007153048
mcVFA-af12-simple-SL,85,0.01202758,0.007129595
mcVFA-af12-simple-SL,86,0.01210685,0.0077740336
mcVFA-af12-simple-SL,87,0.012612547,0.0076566935
mcVFA-af12-simple-SL,88,0.013856152,0.007710865
mcVFA-af12-simple-SL,89,0.013625058,0.007962897
mcVFA-af12-simple-SL,90,0.013514165,0.007774763
mcVFA-af12-simple-SL,91,0.012643699,0.006981657
mcVFA-af12-simple-SL,92,0.012585517,0.0069858176
mcVFA-af12-simple-SL,93,0.012518126,0.0073076217
mcVFA-af12-simple-SL,94,0.0120695885,0.007396609
mcVFA-af12-simple-SL,95,0.011585164,0.0068202387
mcVFA-af12-simple-SL,96,0.012662008,0.0072040753
mcVFA-af12-simple-SL,97,0.01214026,0.007136602
mcVFA-af12-simple-SL,98,0.011881718,0.0065504997
mcVFA-af12-simple-SL,99,0.012632457,0.0072344043
mcVFA-af12-simple-SL,100,0.013007377,0.0074425684
mcVFA-af12-simple-SL,101,0.015358505,0.007260313
mcVFA-af12-simple-SL,102,0.013106632,0.007470235
mcVFA-af12-simple-SL,103,0.012630019,0.0070932456
mcVFA-af12-simple-SL,104,0.013484109,0.0075172735
mcVFA-af12-simple-SL,105,0.012955064,0.0067477105
mcVFA-af12-simple-SL,106,0.013134336,0.007570057
mcVFA-af12-simple-SL,107,0.012988166,0.0072906967
mcVFA-af12-simple-SL,108,0.015456276,0.0072755977
mcVFA-af12-simple-SL,109,0.013099125,0.007437615
mcVFA-af12-simple-SL,110,0.012558578,0.007364233
mcVFA-af12-simple-SL,111,0.013675189,0.0075667994
mcVFA-af12-simple-SL,112,0.012926673,0.007683018
mcVFA-af12-simple-SL,113,0.013469974,0.007625429
mcVFA-af12-simple-SL,114,0.014531986,0.008047505
mcVFA-af12-simple-SL,115,0.012463078,0.007830039
mcVFA-af12-simple-SL,116,0.013862203,0.0074493536
mcVFA-af12-simple-SL,117,0.013099108,0.006879468
mcVFA-af12-simple-SL,118,0.012260125,0.00636974
mcVFA-af12-simple-SL,119,0.013097605,0.006655459
mcVFA-af12-simple-SL,120,0.013847857,0.0073216814
mcVFA-af12-simple-SL,121,0.013187442,0.008115799
mcVFA-af12-simple-SL,122,0.013954879,0.008274467
mcVFA-af12-simple-SL,123,0.011927287,0.006318196
mcVFA-af12-simple-SL,124,0.016866205,0.0071242936
mcVFA-af12-simple-SL,125,0.014466997,0.007915738
mcVFA-af12-simple-SL,126,0.013033476,0.0068474635
mcVFA-af12-simple-SL,127,0.012214586,0.0077252523
mcVFA-af12-simple-SL,128,0.011543418,0.0070815138
mcVFA-af12-simple-SL,129,0.013025505,0.007780666
mcVFA-af12-simple-SL,130,0.016055988,0.0102998
mcVFA-af12-simple-SL,131,0.0142325815,0.0068310457
mcVFA-af12-simple-SL,132,0.015043034,0.0064896266
mcVFA-af12-simple-SL,133,0.013813842,0.0072682896
mcVFA-af12-simple-SL,134,0.011740055,0.0078770695
mcVFA-af12-simple-SL,135,0.01361821,0.007499975
mcVFA-af12-simple-SL,136,0.012468549,0.007828214
mcVFA-af12-simple-SL,137,0.012280393,0.0071909246
mcVFA-af12-simple-SL,138,0.011641514,0.008156248
mcVFA-af12-simple-SL,139,0.01283868,0.008281579
mcVFA-af12-simple-SSL,0,0.02129055,0.013046056
mcVFA-af12-simple-SSL,1,0.02632214,0.013809541
mcVFA-af12-simple-SSL,2,0.025110437,0.013038925
mcVFA-af12-simple-SSL,3,0.020528622,0.0121313045
mcVFA-af12-simple-SSL,4,0.025355041,0.013622819
mcVFA-af12-simple-SSL,5,0.024386525,0.013135919
mcVFA-af12-simple-SSL,6,0.023516852,0.0130175175
mcVFA-af12-simple-SSL,7,0.023035673,0.011641938
mcVFA-af12-simple-SSL,8,0.023015229,0.011083885
mcVFA-af12-simple-SSL,9,0.021296555,0.010394269
mcVFA-af12-simple-SSL,10,0.021264693,0.010568729
mcVFA-af12-simple-SSL,11,0.020359447,0.009595487
mcVFA-af12-simple-SSL,12,0.021080296,0.0098536685
mcVFA-af12-simple-SSL,13,0.02074908,0.010076447
mcVFA-af12-simple-SSL,14,0.021160668,0.010128594
mcVFA-af12-simple-SSL,15,0.021906829,0.009706795
mcVFA-af12-simple-SSL,16,0.02093548,0.010073303
mcVFA-af12-simple-SSL,17,0.020982841,0.010372825
mcVFA-af12-simple-SSL,18,0.021200266,0.010809185
mcVFA-af12-simple-SSL,19,0.020640483,0.010666272
mcVFA-af12-simple-SSL,20,0.02072179,0.00975933
mcVFA-af12-simple-SSL,21,0.023365868,0.010607853
mcVFA-af12-simple-SSL,22,0.020519968,0.010769048
mcVFA-af12-simple-SSL,23,0.019177299,0.01006519
mcVFA-af12-simple-SSL,24,0.019668965,0.009115264
mcVFA-af12-simple-SSL,25,0.019426765,0.008951463
mcVFA-af12-simple-SSL,26,0.021231266,0.0102072
mcVFA-af12-simple-SSL,27,0.022414703,0.009857111
mcVFA-af12-simple-SSL,28,0.024283841,0.009315943
mcVFA-af12-simple-SSL,29,0.0236689,0.011508439
mcVFA-af12-simple-SSL,30,0.022971123,0.009379211
mcVFA-af12-simple-SSL,31,0.023968438,0.009710367
mcVFA-af12-simple-SSL,32,0.026337693,0.010193811
mcVFA-af12-simple-SSL,33,0.02617651,0.009708233
mcVFA-af12-simple-SSL,34,0.02470893,0.010332537
mcVFA-af12-simple-SSL,35,0.026292605,0.009913933
mcVFA-af12-simple-SSL,36,0.02573295,0.009415184
mcVFA-af12-simple-SSL,37,0.023663394,0.009609639
mcVFA-af12-simple-SSL,38,0.021338997,0.009671238
mcVFA-af12-simple-SSL,39,0.022464156,0.010042279
mcVFA-af12-simple-SSL,40,0.021952273,0.009476343
mcVFA-af12-simple-SSL,41,0.023552695,0.01169378
mcVFA-af12-simple-SSL,42,0.02339533,0.010009679
mcVFA-af12-simple-SSL,43,0.022803029,0.010714809
mcVFA-af12-simple-SSL,44,0.022254087,0.009424258
mcVFA-af12-simple-SSL,45,0.024315352,0.009796738
mcVFA-af12-simple-SSL,46,0.024397038,0.009286882
mcVFA-af12-simple-SSL,47,0.026275868,0.0097252
mcVFA-af12-simple-SSL,48,0.02374398,0.008848793
mcVFA-af12-simple-SSL,49,0.022622952,0.008830515
mcVFA-af12-simple-SSL,50,0.022183074,0.0085541075
mcVFA-af12-simple-SSL,51,0.022365034,0.008732449
mcVFA-af12-simple-SSL,52,0.021729402,0.0088016605
mcVFA-af12-simple-SSL,53,0.021755423,0.0085109025
mcVFA-af12-simple-SSL,54,0.0235573,0.008706926
mcVFA-af12-simple-SSL,55,0.024677485,0.009200929
mcVFA-af12-simple-SSL,56,0.02087287,0.008688971
mcVFA-af12-simple-SSL,57,0.02022472,0.009952297
mcVFA-af12-simple-SSL,58,0.019453686,0.010745518
mcVFA-af12-simple-SSL,59,0.020622702,0.009288698
mcVFA-af12-simple-SSL,60,0.023695206,0.00924881
mcVFA-af12-simple-SSL,61,0.02192778,0.008814401
mcVFA-af12-simple-SSL,62,0.02377076,0.008870218
mcVFA-af12-simple-SSL,63,0.02283394,0.009952855
mcVFA-af12-simple-SSL,64,0.020186806,0.008704753
mcVFA-af12-simple-SSL,65,0.022965094,0.0101175215
mcVFA-af12-simple-SSL,66,0.021978129,0.0107296575
mcVFA-af12-simple-SSL,67,0.0204954,0.009938856
mcVFA-af12-simple-SSL,68,0.019712534,0.010089645
mcVFA-af12-simple-SSL,69,0.021864884,0.010609522
mcVFA-af12-simple-SSL,70,0.02129055,0.013046056
mcVFA-af12-simple-SSL,71,0.02632214,0.013809541
mcVFA-af12-simple-SSL,72,0.025110437,0.013038925
mcVFA-af12-simple-SSL,73,0.020528622,0.0121313045
mcVFA-af12-simple-SSL,74,0.025355041,0.013622819
mcVFA-af12-simple-SSL,75,0.024386525,0.013135919
mcVFA-af12-simple-SSL,76,0.023516852,0.0130175175
mcVFA-af12-simple-SSL,77,0.023035673,0.011641938
mcVFA-af12-simple-SSL,78,0.023015229,0.011083885
mcVFA-af12-simple-SSL,79,0.021296555,0.010394269
mcVFA-af12-simple-SSL,80,0.021264693,0.010568729
mcVFA-af12-simple-SSL,81,0.020359447,0.009595487
mcVFA-af12-simple-SSL,82,0.021080296,0.0098536685
mcVFA-af12-simple-SSL,83,0.02074908,0.010076447
mcVFA-af12-simple-SSL,84,0.021160668,0.010128594
mcVFA-af12-simple-SSL,85,0.021906829,0.009706795
mcVFA-af12-simple-SSL,86,0.02093548,0.010073303
mcVFA-af12-simple-SSL,87,0.020982841,0.010372825
mcVFA-af12-simple-SSL,88,0.021200266,0.010809185
mcVFA-af12-simple-SSL,89,0.020640483,0.010666272
mcVFA-af12-simple-SSL,90,0.02072179,0.00975933
mcVFA-af12-simple-SSL,91,0.023365868,0.010607853
mcVFA-af12-simple-SSL,92,0.020519968,0.010769048
mcVFA-af12-simple-SSL,93,0.019177299,0.01006519
mcVFA-af12-simple-SSL,94,0.019668965,0.009115264
mcVFA-af12-simple-SSL,95,0.019426765,0.008951463
mcVFA-af12-simple-SSL,96,0.021231266,0.0102072
mcVFA-af12-simple-SSL,97,0.022414703,0.009857111
mcVFA-af12-simple-SSL,98,0.024283841,0.009315943
mcVFA-af12-simple-SSL,99,0.0236689,0.011508439
mcVFA-af12-simple-SSL,100,0.022971123,0.009379211
mcVFA-af12-simple-SSL,101,0.023968438,0.009710367
mcVFA-af12-simple-SSL,102,0.026337693,0.010193811
mcVFA-af12-simple-SSL,103,0.02617651,0.009708233
mcVFA-af12-simple-SSL,104,0.02470893,0.010332537
mcVFA-af12-simple-SSL,105,0.026292605,0.009913933
mcVFA-af12-simple-SSL,106,0.02573295,0.009415184
mcVFA-af12-simple-SSL,107,0.023663394,0.009609639
mcVFA-af12-simple-SSL,108,0.021338997,0.009671238
mcVFA-af12-simple-SSL,109,0.022464156,0.010042279
mcVFA-af12-simple-SSL,110,0.021952273,0.009476343
mcVFA-af12-simple-SSL,111,0.023552695,0.01169378
mcVFA-af12-simple-SSL,112,0.02339533,0.010009679
mcVFA-af12-simple-SSL,113,0.022803029,0.010714809
mcVFA-af12-simple-SSL,114,0.022254087,0.009424258
mcVFA-af12-simple-SSL,115,0.024315352,0.009796738
mcVFA-af12-simple-SSL,116,0.024397038,0.009286882
mcVFA-af12-simple-SSL,117,0.026275868,0.0097252
mcVFA-af12-simple-SSL,118,0.02374398,0.008848793
mcVFA-af12-simple-SSL,119,0.022622952,0.008830515
mcVFA-af12-simple-SSL,120,0.022183074,0.0085541075
mcVFA-af12-simple-SSL,121,0.022365034,0.008732449
mcVFA-af12-simple-SSL,122,0.021729402,0.0088016605
mcVFA-af12-simple-SSL,123,0.021755423,0.0085109025
mcVFA-af12-simple-SSL,124,0.0235573,0.008706926
mcVFA-af12-simple-SSL,125,0.024677485,0.009200929
mcVFA-af12-simple-SSL,126,0.02087287,0.008688971
mcVFA-af12-simple-SSL,127,0.02022472,0.009952297
mcVFA-af12-simple-SSL,128,0.019453686,0.010745518
mcVFA-af12-simple-SSL,129,0.020622702,0.009288698
mcVFA-af12-simple-SSL,130,0.023695206,0.00924881
mcVFA-af12-simple-SSL,131,0.02192778,0.008814401
mcVFA-af12-simple-SSL,132,0.02377076,0.008870218
mcVFA-af12-simple-SSL,133,0.02283394,0.009952855
mcVFA-af12-simple-SSL,134,0.020186806,0.008704753
mcVFA-af12-simple-SSL,135,0.022965094,0.0101175215
mcVFA-af12-simple-SSL,136,0.021978129,0.0107296575
mcVFA-af12-simple-SSL,137,0.0204954,0.009938856
mcVFA-af12-simple-SSL,138,0.019712534,0.010089645
mcVFA-af12-simple-SSL,139,0.021864884,0.010609522
mcVFA-af12-simple-ZS,0,0.022109652,0.014602073
mcVFA-af12-simple-ZS,1,0.024888974,0.014306041
mcVFA-af12-simple-ZS,2,0.020686027,0.013711274
mcVFA-af12-simple-ZS,3,0.020586655,0.013921448
mcVFA-af12-simple-ZS,4,0.02022729,0.014436678
mcVFA-af12-simple-ZS,5,0.021306152,0.014650905
mcVFA-af12-simple-ZS,6,0.020407656,0.017197177
mcVFA-af12-simple-ZS,7,0.019263418,0.013563205
mcVFA-af12-simple-ZS,8,0.020516282,0.013916408
mcVFA-af12-simple-ZS,9,0.019693004,0.011815518
mcVFA-af12-simple-ZS,10,0.020137336,0.01258988
mcVFA-af12-simple-ZS,11,0.019482415,0.011283829
mcVFA-af12-simple-ZS,12,0.02011968,0.011976801
mcVFA-af12-simple-ZS,13,0.019758133,0.011839197
mcVFA-af12-simple-ZS,14,0.020390462,0.011611824
mcVFA-af12-simple-ZS,15,0.019937774,0.011721274
mcVFA-af12-simple-ZS,16,0.019334875,0.012159129
mcVFA-af12-simple-ZS,17,0.019017411,0.011836339
mcVFA-af12-simple-ZS,18,0.020243384,0.011822495
mcVFA-af12-simple-ZS,19,0.018432975,0.011353522
mcVFA-af12-simple-ZS,20,0.019046787,0.012019183
mcVFA-af12-simple-ZS,21,0.01788572,0.0119642345
mcVFA-af12-simple-ZS,22,0.019408954,0.0116166035
mcVFA-af12-simple-ZS,23,0.019268718,0.011234287
mcVFA-af12-simple-ZS,24,0.020125305,0.011323374
mcVFA-af12-simple-ZS,25,0.019308992,0.010757185
mcVFA-af12-simple-ZS,26,0.020308908,0.011350847
mcVFA-af12-simple-ZS,27,0.02230849,0.012002821
mcVFA-af12-simple-ZS,28,0.020947266,0.0114133945
mcVFA-af12-simple-ZS,29,0.022690114,0.011607056
