projects,slice,nrmse-rec-t2-all,nrmse-rec-t2-under 100 msec
mcMSE-af12-CGSENSE,0,0.17444663652502929,0.09022007388403513
mcMSE-af12-CGSENSE,1,0.16244584876926088,0.09383053672763714
mcMSE-af12-CGSENSE,2,0.17371308883464065,0.08938086356632459
mcMSE-af12-CGSENSE,3,0.16393134052925862,0.08571104723161721
mcMSE-af12-CGSENSE,4,0.18491492801472273,0.07507377388172874
mcMSE-af12-CGSENSE,5,0.1784979464500723,0.06958779940508183
mcMSE-af12-CGSENSE,6,0.18159495139306234,0.06491278914269588
mcMSE-af12-CGSENSE,7,0.19542345076481965,0.06888209903737154
mcMSE-af12-CGSENSE,8,0.1915520614984328,0.08014346327295829
mcMSE-af12-CGSENSE,9,0.20029213115916397,0.08692423941795836
mcMSE-af12-CGSENSE,10,0.20184178308260284,0.08387373579514266
mcMSE-af12-CGSENSE,11,0.21123626113885255,0.07988625582103417
mcMSE-af12-CGSENSE,12,0.23674596527327477,0.07268953558836634
mcMSE-af12-CGSENSE,13,0.23616838798647727,0.07240141981802597
mcMSE-af12-CGSENSE,14,0.207308836198762,0.07052922803144682
mcMSE-af12-CGSENSE,15,0.20624267290858253,0.0703230934138958
mcMSE-af12-CGSENSE,16,0.20563753661802234,0.07560672907859887
mcMSE-af12-CGSENSE,17,0.19586360698841884,0.07858085884910702
mcMSE-af12-CGSENSE,18,0.20434048678059916,0.07829752536184123
mcMSE-af12-CGSENSE,19,0.2021593010857993,0.07892021531578496
mcMSE-af12-CGSENSE,20,0.22173202526032784,0.07418455230810272
mcMSE-af12-CGSENSE,21,0.22114241656672304,0.07540583872836172
mcMSE-af12-CGSENSE,22,0.23840507197859856,0.08213477879991858
mcMSE-af12-CGSENSE,23,0.22657497248751077,0.09121197043960463
mcMSE-af12-CGSENSE,24,0.21362091707937733,0.08903930920423224
mcMSE-af12-CGSENSE,25,0.18947136703660206,0.07026263845542027
mcMSE-af12-CGSENSE,26,0.18779551281301954,0.06756854868091536
mcMSE-af12-CGSENSE,27,0.18805745681666483,0.06398092617270049
mcMSE-af12-CGSENSE,28,0.19842038081614496,0.06786009254490086
mcMSE-af12-CGSENSE,29,0.20289844349763364,0.07302779558252022
mcMSE-af12-CGSENSE,30,0.1994608930787229,0.06577010562553567
mcMSE-af12-CGSENSE,31,0.20295918197590748,0.06790165515246065
mcMSE-af12-CGSENSE,32,0.19117223833231906,0.07638556778811463
