projects,slice,psnr-rec-#1,ssim-rec-#1,mse-rec-#1,psnr-rec-#2,ssim-rec-#2,mse-rec-#2
mcVFA-af4-simple-CGSENSE,0,30.76666554272165,0.7649196793761254,2.6888238835454104e-07,36.691258824209385,0.916856088927269,3.58197041805397e-07
mcVFA-af4-simple-CGSENSE,1,30.78434919114595,0.7655176957447529,2.6778980100061744e-07,36.703238335750285,0.9183041497449875,3.572103253191017e-07
mcVFA-af4-simple-CGSENSE,2,30.611350247716032,0.7632656728417874,2.786723598546814e-07,36.72656758691785,0.9182892472105026,3.552966347797337e-07
mcVFA-af4-simple-CGSENSE,3,30.44260228431086,0.7620405822367669,2.897134550039482e-07,36.61341429284468,0.9193147436385155,3.646753725661256e-07
mcVFA-af4-simple-CGSENSE,4,30.30233223955063,0.7618432228976488,2.992235010879085e-07,36.20144180865281,0.916874353714943,4.0096244902088074e-07
mcVFA-af4-simple-CGSENSE,5,30.358482898225738,0.7605747680592537,2.953796922611218e-07,36.22888572922582,0.9161135483851433,3.9843664012551017e-07
mcVFA-af4-simple-CGSENSE,6,30.405927721642882,0.7561841422705651,2.9217036967565946e-07,36.21080247452656,0.9181525294852256,4.000991395969322e-07
mcVFA-af4-simple-CGSENSE,7,30.738650889611186,0.7650749518315793,2.7062245067099866e-07,36.31790677618268,0.9234640256485939,3.903526817339298e-07
mcVFA-af4-simple-CGSENSE,8,30.579948476876318,0.7605663833022117,2.806946213240735e-07,36.16494814311356,0.9216224474034309,4.0434588299831375e-07
mcVFA-af4-simple-CGSENSE,9,30.560043574674197,0.7588690597028732,2.819840858592215e-07,36.2494330310634,0.9240816652371884,3.965560324559192e-07
mcVFA-af4-simple-CGSENSE,10,30.558455962101192,0.7569031484284401,2.820871713993256e-07,36.0533036202842,0.918965914667368,4.1487521684757667e-07
mcVFA-af4-simple-CGSENSE,11,30.4906324354288,0.7559662579262256,2.865270971597056e-07,36.00977066629377,0.9161046722562313,4.190547429061553e-07
mcVFA-af4-simple-CGSENSE,12,30.385150197952985,0.7529965704963207,2.935715031071595e-07,35.95983239372771,0.9160655767347813,4.2390115595480893e-07
mcVFA-af4-simple-CGSENSE,13,30.307461798330575,0.7509272276978493,2.988703045048169e-07,35.860628919513125,0.9155953604969979,4.3369556124162045e-07
mcVFA-af4-simple-CGSENSE,14,30.201845517599907,0.748367772942543,3.0622763347309956e-07,35.84066295019078,0.9143648121378422,4.3569397689680045e-07
mcVFA-af4-simple-CGSENSE,15,30.179719999721875,0.7438617378478051,3.077917085647641e-07,35.77152001873558,0.9118672137901783,4.4268603005548357e-07
mcVFA-af4-simple-CGSENSE,16,30.18455112537097,0.7418526735777855,3.0744951118322206e-07,35.79531209057974,0.9093999583315849,4.4026751311321277e-07
mcVFA-af4-simple-CGSENSE,17,30.170508624693202,0.7386397287470102,3.0844523735140683e-07,35.74104725639566,0.9060959241940976,4.458031526155537e-07
mcVFA-af4-simple-CGSENSE,18,30.11342260685696,0.7362512578303814,3.125263674519374e-07,35.75228936791313,0.9038555548448562,4.446506522981508e-07
mcVFA-af4-simple-CGSENSE,19,30.25111670913468,0.7385760094704628,3.0277308837867167e-07,35.71621521412732,0.9026153293588162,4.483594580051431e-07
mcVFA-af4-simple-CGSENSE,20,30.222932928531485,0.7380923619334697,3.047443328796362e-07,35.710151179731795,0.9034207007069588,4.4898592932440806e-07
mcVFA-af4-simple-CGSENSE,21,30.368206913092905,0.7439697301926613,2.9471908646883094e-07,35.755453041357804,0.9047988354418278,4.443268437626102e-07
mcVFA-af4-simple-CGSENSE,22,30.251931937598016,0.7392358455760479,3.0271621653810143e-07,35.71039751656275,0.9038524157173634,4.489604634727584e-07
mcVFA-af4-simple-CGSENSE,23,30.20178916205285,0.7371588738560677,3.062315840907104e-07,35.56930262733363,0.9010788636779785,4.6378596607610234e-07
mcVFA-af4-simple-CGSENSE,24,30.28447753145415,0.7388057998552322,3.0045617904761457e-07,35.5779893864709,0.9013246089713574,4.6285919097499573e-07
mcVFA-af4-simple-CGSENSE,25,30.258003036338295,0.7390577846252918,3.022933867669053e-07,35.598870737004574,0.9023386033928394,4.6063905756454915e-07
mcVFA-af4-simple-CGSENSE,26,30.249143002240466,0.7402668911328316,3.029107062957337e-07,35.60998220896219,0.9033885313613415,4.5946205773361726e-07
mcVFA-af4-simple-CGSENSE,27,30.23449277431809,0.7375724858431816,3.0393425731745083e-07,35.540217023209216,0.90322019901371,4.66902463358565e-07
mcVFA-af4-simple-CGSENSE,28,30.29517732290673,0.7390925713150501,2.997168735419109e-07,35.617620662078174,0.90532946646595,4.586546253904089e-07
mcVFA-af4-simple-CGSENSE,29,30.279613092545908,0.739230269494772,3.00792919460946e-07,35.694136571970446,0.9070425331325531,4.5064462028676644e-07
mcVFA-af4-simple-CGSENSE,30,30.43283533547345,0.7424920178158283,2.9036573323537596e-07,35.83685710495224,0.9106598875460624,4.360759646715451e-07
mcVFA-af4-simple-CGSENSE,31,30.32749917441416,0.7394377703905105,2.974945516598382e-07,35.72869175718099,0.9088479337086678,4.4707323354487016e-07
mcVFA-af4-simple-CGSENSE,32,30.420709254661613,0.7418583965542317,2.911776277869649e-07,35.794842019704156,0.9098440078663826,4.4031514789821813e-07
mcVFA-af4-simple-CGSENSE,33,30.458863885909075,0.7418582752902507,2.8863072998319694e-07,35.87497452176252,0.9097229037833214,4.3226529555795423e-07
mcVFA-af4-simple-CGSENSE,34,30.470923132418612,0.7428358443572521,2.878304030673462e-07,35.972593139123305,0.9101396024632454,4.226574503718439e-07
mcVFA-af4-simple-CGSENSE,35,30.47574902573374,0.7419803772966862,2.87510715679673e-07,35.92678181084035,0.9093267460083961,4.2713941184047144e-07
mcVFA-af4-simple-CGSENSE,36,30.577232242663158,0.7465664460895062,2.8087021064493456e-07,36.022287900800315,0.910603371254921,4.1784869608818553e-07
mcVFA-af4-simple-CGSENSE,37,30.602468818741478,0.7470179489517212,2.792428404063685e-07,35.998604167319364,0.910532147772789,4.2013363099613343e-07
mcVFA-af4-simple-CGSENSE,38,30.58689990053553,0.7463380745494366,2.8024567200191086e-07,36.013309171566924,0.9100361299214363,4.1871348344102444e-07
mcVFA-af4-simple-CGSENSE,39,30.664343799805,0.7454831993834973,2.7529262069947436e-07,36.093058288196886,0.9095090376467705,4.1109484527623863e-07
mcVFA-af4-simple-CGSENSE,40,30.701739634791153,0.7435839104480744,2.72932311418117e-07,35.975263469672356,0.9081713736453056,4.2239764752594056e-07
mcVFA-af4-simple-CGSENSE,41,30.602888086057213,0.7431416571569442,2.7921589662582846e-07,36.09661303065337,0.9081165375838279,4.1075850276683923e-07
mcVFA-af4-simple-CGSENSE,42,30.807436828966846,0.7507690059070588,2.663699660843122e-07,36.00844123452994,0.9093270845632553,4.1918303850252414e-07
mcVFA-af4-simple-CGSENSE,43,30.699179701091296,0.7475872916913032,2.7309323513691197e-07,36.183506870187244,0.9097566496443749,4.026216799957183e-07
mcVFA-af4-simple-CGSENSE,44,30.77077024366311,0.7466551163187027,2.6862841195907095e-07,36.09637322363327,0.9076267052497864,4.107811832909647e-07
mcVFA-af4-simple-CGSENSE,45,30.877557507644568,0.750568223032713,2.6210369696855196e-07,36.28517059977354,0.9081309421772957,3.933062089345185e-07
mcVFA-af4-simple-CGSENSE,46,30.814097816786745,0.7471263542571068,2.6596171665005386e-07,36.24863514526957,0.9075103627076149,3.966288772971893e-07
mcVFA-af4-simple-CGSENSE,47,30.772029434241755,0.7456782504961491,2.685504796318128e-07,36.318374144849784,0.9067079551210403,3.903107028691011e-07
mcVFA-af4-simple-CGSENSE,48,30.83354478971978,0.7467403967785835,2.6477346182218753e-07,36.21814143217736,0.9050041999373436,3.9942358398548095e-07
mcVFA-af4-simple-CGSENSE,49,30.911078738240036,0.7487979309170246,2.6008845566138916e-07,36.36150313924546,0.9048194642777443,3.864537347908481e-07
mcVFA-af4-simple-CGSENSE,50,30.80869206209607,0.7428102851250171,2.6629300009517465e-07,36.3591784872921,0.9037480924019814,3.8666064483550144e-07
mcVFA-af4-simple-CGSENSE,51,30.955012169894832,0.7491070761568547,2.5747064569259237e-07,36.287633391505906,0.9005127126026153,3.93083240624037e-07
mcVFA-af4-simple-CGSENSE,52,30.998151612512427,0.7518429433228969,2.549257942519034e-07,36.57740702977022,0.9053950676412582,3.677114364109002e-07
mcVFA-af4-simple-CGSENSE,53,31.06642254414538,0.7516922333254814,2.509496823677182e-07,36.85212057308981,0.9051589239053727,3.4517219660301635e-07
