projects,slice,psnr-rec-#0,psnr-rec-#1,psnr-rec-#2,psnr-rec-#3,psnr-rec-#4,psnr-rec-#5,psnr-rec-#6,psnr-rec-#7,psnr-rec-#8,psnr-rec-#9,psnr-rec-#10,psnr-rec-#11,psnr-rec-#12,psnr-rec-#13,psnr-rec-#14,psnr-rec-#15,ssim-rec-#0,ssim-rec-#1,ssim-rec-#2,ssim-rec-#3,ssim-rec-#4,ssim-rec-#5,ssim-rec-#6,ssim-rec-#7,ssim-rec-#8,ssim-rec-#9,ssim-rec-#10,ssim-rec-#11,ssim-rec-#12,ssim-rec-#13,ssim-rec-#14,ssim-rec-#15,mse-rec-#0,mse-rec-#1,mse-rec-#2,mse-rec-#3,mse-rec-#4,mse-rec-#5,mse-rec-#6,mse-rec-#7,mse-rec-#8,mse-rec-#9,mse-rec-#10,mse-rec-#11,mse-rec-#12,mse-rec-#13,mse-rec-#14,mse-rec-#15
mcMSE-af4-CGSENSE,0,26.609272682723166,26.63218992194489,26.764132892460367,25.654294484805376,25.709228961401166,25.745138636735668,24.519915650732106,23.436737702660075,23.945632094276696,25.17633900858349,24.925086311121838,22.99447800465984,25.533366745956897,23.3853090383041,25.153855952377846,23.34974835250183,0.8170366834868421,0.8318746709585018,0.8597745954830516,0.8504081498183775,0.8550537562385351,0.8552962671602796,0.8508369115788238,0.8334300291322884,0.8449118972050809,0.8737645988212749,0.8581404443973428,0.8322855309997595,0.8739449175265562,0.8297647586312764,0.873141155300906,0.825438376135264,2.233761733805295e-06,2.101606241922127e-06,1.921820512507111e-06,2.3545710519101704e-06,2.21565051106154e-06,2.076544660667423e-06,2.609017656141077e-06,3.1822505661693867e-06,2.662783572304761e-06,1.8836904018826317e-06,1.885615802166285e-06,2.804871655825991e-06,1.4723491403856315e-06,2.269803871968179e-06,1.4449401533056516e-06,2.07556331588421e-06
mcMSE-af4-CGSENSE,1,26.755194295447026,26.73503381697205,26.853612688232253,25.708547750560857,25.86264687159547,25.837952878540477,24.665160400424384,23.76351247999205,24.118390751325826,25.333079630828593,25.09007337205179,23.129542277276794,25.694828227919086,23.463844034460926,25.20864875576827,23.233004775704615,0.8199870030677576,0.8330010804166544,0.8631374852259606,0.8520598557721227,0.8538910027997754,0.858044579233434,0.8482736618386153,0.8374231014446412,0.8460879037424666,0.8758321560592707,0.8549970058101527,0.8327154056786182,0.8727806564437747,0.828479316776935,0.8688142534227383,0.8214374167480892,2.1599551018880447e-06,2.0524234969343524e-06,1.8826295899998513e-06,2.325340119568864e-06,2.138747277058428e-06,2.0326374396972824e-06,2.5232052394130733e-06,2.9515961159631843e-06,2.5589392862457316e-06,1.8169184841099195e-06,1.8153255041397642e-06,2.7189835236640647e-06,1.418615283910185e-06,2.2291271761787357e-06,1.426824610462063e-06,2.132113650077372e-06
mcMSE-af4-CGSENSE,2,26.479899841912914,26.77530033540205,26.774246619386073,25.783678098740804,25.90359323246468,25.771235911388505,24.810787871680816,23.909326877829162,24.197675146915195,25.41907186239968,25.284234018745323,23.266369861192846,25.771243040637412,23.651619754676414,25.270741087552683,23.338776988317292,0.8150633042978882,0.8340408395806586,0.8588658966405485,0.8506954971669572,0.850551943636192,0.8491159212400142,0.8476961776430215,0.8363543140010032,0.8371906991731836,0.8686014155441495,0.8500568147518411,0.8292534778225562,0.866747204692035,0.8214373350861663,0.8605059471649916,0.8108777728612637,2.3013049030851107e-06,2.0334819055278786e-06,1.917350346047897e-06,2.2854590042697964e-06,2.118677457474405e-06,2.064104137389222e-06,2.4399998892477015e-06,2.854141257557785e-06,2.5126475975412177e-06,1.7812967598729301e-06,1.7359549246975803e-06,2.6346556296630297e-06,1.3938729352958035e-06,2.1348005248000845e-06,1.4065699360799044e-06,2.0808133740501944e-06
mcMSE-af4-CGSENSE,3,26.454773648701906,26.775696695052122,26.910603410551616,25.884127758670722,26.145557425241353,25.715401275629517,24.76892140650811,23.91981481034092,24.339355545777458,25.47373454970416,25.354757075706516,23.357916767468893,26.003591394961777,23.54846611904446,25.43419294303698,23.467234334784088,0.8069304493651673,0.8277237062118851,0.8544756875836402,0.8429164089917187,0.8508230314163875,0.8411381974232338,0.8399795904898932,0.8310068953514905,0.8354749254769128,0.8624070890705082,0.8450090402443786,0.8221913960562592,0.8640361814088631,0.8109355921772509,0.8562107018046444,0.8074083528119295,2.31465764954919e-06,2.0332961412350414e-06,1.858085965977807e-06,2.2332042135531083e-06,2.003864665311994e-06,2.090812358801486e-06,2.463635610183701e-06,2.847257292160066e-06,2.4319997464772314e-06,1.759016754476761e-06,1.7079933058994357e-06,2.5796994123084005e-06,1.3212602425483055e-06,2.186113079005736e-06,1.3546159607358277e-06,2.0201673578412738e-06
mcMSE-af4-CGSENSE,4,26.6797038138074,26.722004240028244,26.81871023452928,25.96855978222834,26.182224376872092,25.828800354067152,25.018972177893968,23.803338541672705,24.239573375471902,25.376619641366524,25.254228345302646,23.345464176886757,25.949015292861716,23.447729994493276,25.47416295575198,23.580171552000383,0.8011054189658104,0.8209858329641015,0.8471575946216146,0.8381228917462323,0.8417475049636304,0.8353082130438468,0.8399635988841988,0.8202118321889169,0.8266875433303789,0.8570187210671398,0.8375035236235223,0.8142301039191726,0.8538389536415338,0.8021725328103826,0.8473102535036281,0.7997688805954887,2.197828280259273e-06,2.0585900983860483e-06,1.897820311569376e-06,2.1902076241531176e-06,1.9870174128300278e-06,2.0369254798424663e-06,2.3257948669197503e-06,2.9246525627968367e-06,2.4885234779503662e-06,1.7987941873798263e-06,1.7479902680861414e-06,2.587107246654341e-06,1.3379686834014137e-06,2.237413582406589e-06,1.342205905530136e-06,1.9683106984302867e-06
mcMSE-af4-CGSENSE,5,26.838878605419367,26.600614281645942,26.82969029111467,25.957865222348584,26.186853141867026,25.859914898403154,25.052725964832916,23.754860158873228,24.23752952842358,25.315177911495258,25.22374343079553,23.38698071413451,25.9715035654607,23.518267205707662,25.491111093806843,23.64827025838151,0.7985682536499756,0.8180585238299596,0.8433177002045289,0.8317747904257831,0.8350158538012411,0.8326201236354783,0.8337654539111294,0.818461313046453,0.8224839509555416,0.8526977125824429,0.8304532568137,0.8111450470798993,0.8462941147589237,0.7986796604616019,0.8398926889393609,0.7920329648876976,2.118733391398564e-06,2.1169416868360713e-06,1.8930281839857344e-06,2.195607521571219e-06,1.984901018659002e-06,2.0223842511768453e-06,2.307788236066699e-06,2.9574821382993832e-06,2.4896949071262497e-06,1.8244234070152743e-06,1.7603033484192565e-06,2.562493364166585e-06,1.3310584563441807e-06,2.201367351517547e-06,1.3369783573580207e-06,1.9376877844479168e-06
mcMSE-af4-CGSENSE,6,27.04328872894992,26.50578804996608,26.875618525235716,26.034258732165835,26.232224701502197,25.99214541989845,25.13453284201011,23.63532050205082,24.32016960809387,25.352348408978006,25.0550808640212,23.282288630574723,25.93584942017436,23.532960686528437,25.498210936515573,23.70181169594129,0.8047335493430873,0.8169198352418252,0.8418405363780037,0.8318989364968473,0.8318224441473456,0.8340604388411204,0.835232874788098,0.8153993518452677,0.8181701239123158,0.8521052650206834,0.8218428924025162,0.8033894186927862,0.8370961414687909,0.7935774091067326,0.834886734162068,0.7893693639967786,2.021320597123122e-06,2.163672434107866e-06,1.8731143427430652e-06,2.1573239337158157e-06,1.964272087207064e-06,1.961736415978521e-06,2.2647241166851018e-06,3.0400176456168992e-06,2.4427674816251965e-06,1.8088751403411152e-06,1.8300112287761294e-06,2.6250158953189384e-06,1.3420310551737202e-06,2.1939322323305532e-06,1.3347944332053885e-06,1.91394565263181e-06
mcMSE-af4-CGSENSE,7,27.246798841597908,26.463783879457612,26.898443228460813,26.131329176012027,26.03279920689831,25.996055907442503,25.004078336077814,23.63417321135834,24.311550012217225,25.25710239886695,24.963049498901665,23.259204248609354,25.945525330706335,23.57917253741796,25.408643652335144,23.6959389395188,0.8026605561579832,0.8173263225228652,0.8419613185082357,0.8344115747996159,0.827992062397059,0.8310962771623489,0.8322188413471319,0.8186171267579104,0.819915847004089,0.8502132583899635,0.8223553198106054,0.8079179336809637,0.8392019581380635,0.795164227034247,0.8300996023164451,0.7915865475534228,1.9287867871753406e-06,2.1847006337338826e-06,1.8632958926900756e-06,2.1096398086228874e-06,2.0565735212585423e-06,1.959970632015029e-06,2.33378455050115e-06,3.0408207294385647e-06,2.4476203179801814e-06,1.8489843114366522e-06,1.8692048797674943e-06,2.6390061975689605e-06,1.339044274573098e-06,2.170711013604887e-06,1.3626086001750082e-06,1.9165358935424592e-06
mcMSE-af4-CGSENSE,8,27.21755100833882,26.332009649205087,26.68604861702316,26.167948205695218,25.86342274717829,25.922780433328477,24.84668919360309,23.429468551983568,24.230843895663845,25.229032211748983,24.87917592986177,23.13776540104098,25.92154922792404,23.618879576078406,25.473502686435587,23.733292812775773,0.8004834322593599,0.8097561945039965,0.8362861564696473,0.831111267844826,0.8228618574600319,0.8298027372660163,0.8298740020844666,0.8147267609735904,0.8147457454984445,0.8488826367264688,0.8205022454271503,0.8038545979296434,0.8362254510436654,0.7956216264515892,0.8290559927251516,0.7902584810462296,1.9418203009990975e-06,2.2520048332808074e-06,1.9566866740206024e-06,2.091926489811158e-06,2.1383652892836835e-06,1.9933204384869896e-06,2.419912561890669e-06,3.1875815693638287e-06,2.493530701030977e-06,1.8609736116559361e-06,1.9056549263041234e-06,2.713840331125539e-06,1.346457224826736e-06,2.1509549696929753e-06,1.342410087090684e-06,1.9001222426595632e-06
mcMSE-af4-CGSENSE,9,27.33748719395924,26.331447386353524,26.772660848402914,26.28771871114899,25.93848041698559,25.97231368152025,24.840739509840176,23.437984835851545,24.342651511554457,25.321338001199667,24.95388084235639,23.218361191366128,26.1313090923327,23.662248355464538,25.495789539486296,23.825567222740016,0.7993047942471911,0.8046472642885554,0.8385649397800982,0.8275948432156081,0.8226128414012436,0.8239458949905224,0.8305547991750362,0.8169605732358177,0.8138218591417661,0.8446697121468335,0.8219803051478667,0.8055625653894674,0.8389686036628634,0.7937906451764314,0.8268901701657623,0.7906357164479552,1.8889279544964666e-06,2.252296553706401e-06,1.918050656968262e-06,2.0350232716737082e-06,2.1017260678490857e-06,1.9707149476744235e-06,2.423229943815386e-06,3.181336978741456e-06,2.430154836474685e-06,1.8218374862044584e-06,1.873155270004645e-06,2.663941359060118e-06,1.2829702882299898e-06,2.1295822989486624e-06,1.3355388546187896e-06,1.8601763258629944e-06
mcMSE-af4-CGSENSE,10,27.283946339366697,26.25670180127001,26.92233660177699,26.33193913593115,25.920558234875145,26.014577590999764,24.711855519297718,23.33119940067679,24.42634868376898,25.405435913892767,24.883507037628803,23.13742834966961,26.127763089012443,23.615224002548338,25.48096077472703,23.835583740922864,0.7936367090231481,0.798414979874684,0.8375926702608689,0.8238515517620607,0.8237025313558569,0.8249515014437363,0.8265029713028297,0.815517852989858,0.8159456459270129,0.8454324789730087,0.8199254682409316,0.802132167287848,0.8389948588852324,0.7913913981541285,0.8276378941925727,0.7904195197920417,1.9123592664982425e-06,2.2913959583092947e-06,1.853072717494797e-06,2.014407527894946e-06,2.110417426592903e-06,1.9516296561050694e-06,2.4962209863588214e-06,3.2605303204036318e-06,2.383769242442213e-06,1.7868983377411496e-06,1.9037553329326329e-06,2.7140508791489992e-06,1.2840182535001077e-06,2.152766228391556e-06,1.3401065643847687e-06,1.8558907868282404e-06
mcMSE-af4-CGSENSE,11,27.483034026762905,26.376541966642367,26.98778276277533,26.393384640750888,25.921927533652248,26.104250424727734,24.737512314108407,23.282077872809978,24.43429588987329,25.46708426082395,24.86076105710749,23.058817125907453,26.072501071818014,23.525261139116758,25.435044237792717,23.646106509823316,0.7987663332384266,0.8028800033988585,0.8419490813998937,0.8291643072328791,0.8274422624202855,0.8283469018104821,0.8276408128391626,0.8157280922086488,0.8176969891470954,0.8512246706587747,0.8224991182205342,0.8040287290987582,0.8409938480966836,0.7939177728084822,0.8335655181003064,0.7913212708615371,1.8266725874127587e-06,2.2290312244876986e-06,1.825357117013482e-06,1.9861076907545794e-06,2.109751903844881e-06,1.9117458123218967e-06,2.4815176402626093e-06,3.297618150099879e-06,2.3794111712049926e-06,1.761712496772816e-06,1.913752385007683e-06,2.763625161605887e-06,1.3004612355871359e-06,2.197825097027817e-06,1.35435038828291e-06,1.938653440447524e-06
mcMSE-af4-CGSENSE,12,27.555502548923233,26.386676507135213,27.0087639817009,26.354164725077432,25.875225656920975,26.139175183065074,24.81004118512417,23.260845153514804,24.44897293863226,25.445301335827367,24.858734305253268,23.055842830304552,26.0049187710852,23.514105931445396,25.363374075349306,23.684336683179037,0.7996234354731738,0.8049992260673026,0.8446373467198359,0.8295056301445664,0.827681462053454,0.8301364708856969,0.83196370081073,0.8145419870304298,0.8208705491293539,0.8494545659903735,0.8254476463688734,0.8055241640742798,0.8434964682157635,0.7936617217445714,0.8331393202756048,0.7947229132468039,1.7964447351914714e-06,2.2238355086301453e-06,1.8165600295105833e-06,2.004124780796701e-06,2.132561576217995e-06,1.8964335595228476e-06,2.4404193936788943e-06,3.3137796435767086e-06,2.371383516219794e-06,1.7705708614812465e-06,1.9146457361784996e-06,2.7655182748276275e-06,1.3208564269007184e-06,2.2034776065993356e-06,1.3768863027507905e-06,1.9216627151763532e-06
mcMSE-af4-CGSENSE,13,27.611580856023764,26.268051015468558,26.897952352831815,26.31491623760801,25.78014187787188,26.075161558020984,24.739742498323444,23.19601144821123,24.406455008679337,25.229460368631944,24.71173237365258,23.037668154370195,25.95737579595477,23.51799472223005,25.28391149844241,23.758417534526686,0.8055027795726303,0.8043351548646163,0.8438531570524065,0.8322309678691514,0.8259140809648325,0.830339749057129,0.8297458161688298,0.8155015106040482,0.8196087639223635,0.8452530891495253,0.819777249930798,0.8093807414659361,0.8445304203765541,0.7963985828568297,0.8293718779378701,0.797692261222519,1.7733972299538436e-06,2.285415803271462e-06,1.863506440713536e-06,2.0223187675583176e-06,2.1797666249767644e-06,1.9245935618528165e-06,2.480243665559101e-06,3.3636206353548914e-06,2.3947136469359975e-06,1.8607901210998534e-06,1.9805629563052207e-06,2.7771159238909604e-06,1.3353954955164227e-06,2.2015055947122164e-06,1.4023108860783395e-06,1.8891615809479845e-06
mcMSE-af4-CGSENSE,14,27.62773695441974,26.15005384608321,26.82963280683107,26.30511807053951,25.61869160915201,26.061514111547027,24.58577276157939,23.009258367103357,24.341232224953167,25.19110236537983,24.580073821219656,22.898622267414865,26.022444198154872,23.462226452292995,25.274999763272696,23.77739318552505,0.8060166678596523,0.8044265573711794,0.8413451762143522,0.8336438648333195,0.8253031415870646,0.83014412231965,0.8307492213834571,0.8159306881768429,0.8195976226495169,0.8458729882334126,0.8201852075859308,0.8092887278503254,0.8468124296730757,0.7974371992822522,0.8316297467526905,0.7978963218962462,1.76681237462617e-06,2.3483614768338157e-06,1.8930534224637086e-06,2.0268864773242967e-06,2.2623248696618248e-06,1.9306510239402996e-06,2.5697524961287854e-06,3.5114162528770976e-06,2.430949052723008e-06,1.8772977909975452e-06,2.0415238850546302e-06,2.867468083422864e-06,1.315537019763724e-06,2.22995777221513e-06,1.4051913694856921e-06,1.8809253106155666e-06
mcMSE-af4-CGSENSE,15,27.672221516653053,26.13983900853169,27.01112351091083,26.51509110798162,25.66039795713464,26.261402014430253,24.672508245694612,23.035645069157226,24.43978770058709,25.400078157200664,24.602333217792758,22.884368990731275,26.116709750194293,23.60082480186536,25.543253244418654,23.926907617916466,0.8061774415530079,0.8074635094427054,0.8491611775670945,0.8403396332269162,0.8270096630842779,0.8345640030327738,0.8360106415459905,0.8205643035902462,0.8219686114625,0.8518338535269834,0.8236094055547785,0.8127061342986196,0.8457314502443969,0.8055324016457479,0.8359775589171238,0.8060980660435771,1.7488073353888467e-06,2.3538914319942705e-06,1.8155733414459974e-06,1.9312219592393376e-06,2.240703452116577e-06,1.8438049664837308e-06,2.5189397092617583e-06,3.490146355034085e-06,2.376404154347256e-06,1.789104203453462e-06,2.031086978604435e-06,2.8768945412593894e-06,1.2872903880634112e-06,2.159915766242193e-06,1.3210221823101165e-06,1.8172725049225846e-06
